OID_,FID_MI_CSMI_2015_pts_ID,FID_MI_CSMI_2015_pts,StationCod,AltStation,ProjectNam,SiteType,PositionN_,PositionE_,DepthM__ta,LatDD_targ,LonDD_targ,LatDDM_act,LonDDM_act,LatDD_actu,LonDD_actu,LatDD2map,LonDD2map,SampleDate,TimeUTC,TimeEST,DepthM_act,WQdepth_m,STISkey,NH4_ugNL,SRP_ugL,NOx_ugNL,TP_ugL,TN_ugL,Cl__mgL,Chla_ugL,FID_psTces,SP_ID,ID,GreenBay,FID_Lake_MI_zones,Name,Descriptio
160,160,11,Frank_46, ,CSMI_15,transect,N1,E,46,44.485182999999999,-86.308300000000003, 44 29.09 N, 086 18.55 W,44.484830000000002,-86.308329999999998,44.484830000000002,-86.308329999999998,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,46,10,5620,13.150000000000000,2.860000000000000,243.400000000000006,2.050000000000000,393.500000000000000,12.460000000000001,1.360000000000000,2739,2740,2740,0,-1,,
161,161,2,Frank_110, ,CSMI_15,transect,N1,E,110,44.498182999999997,-86.335350000000005, 44 29.68 N, 086 20.71 W,44.494669999999999,-86.344999999999999,44.494669999999999,-86.344999999999999,5/31/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,108,5,5018,11.070000000000000,2.950000000000000,332.899999999999977,5.880000000000000,441.000000000000000,12.640000000000001,0.290000000000000,2675,2676,2676,0,-1,,
162,162,3,Frank_110, ,CSMI_15,transect,N1,E,110,44.498182999999997,-86.335350000000005, 44 29.70 N, 086 20.74 W,44.494999999999997,-86.344999999999999,44.494999999999997,-86.344999999999999,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,114,10,5628,10.699999999999999,2.770000000000000,237.400000000000006,2.780000000000000,390.000000000000000,10.390000000000001,1.550000000000000,2675,2676,2676,0,-1,,
163,163,4,Frank_110, ,CSMI_15,transect,N1,E,110,44.498182999999997,-86.335350000000005, 44 29.70 N, 086 20.74 W,44.494999999999997,-86.344999999999999,44.494999999999997,-86.344999999999999,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,114,31,5630,24.789999999999999,3.320000000000000,295.899999999999977,3.810000000000000,440.000000000000000,12.460000000000001,1.290000000000000,2675,2676,2676,0,-1,,
164,164,0,Frank_110, ,CSMI_15,transect,N1,E,110,44.498182999999997,-86.335350000000005, 44 29.72 N, 086 20.75 W,44.495330000000003,-86.344999999999999,44.495330000000003,-86.344999999999999,7/15/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,110,5,5444,7.990000000000000,2.080000000000000,253.800000000000011,2.040000000000000,473.399999999999977,13.070000000000000,0.450000000000000,2675,2676,2676,0,-1,,
165,165,1,Frank_110, ,CSMI_15,transect,N1,E,110,44.498182999999997,-86.335350000000005, 44 29.72 N, 086 20.75 W,44.495330000000003,-86.344999999999999,44.495330000000003,-86.344999999999999,7/15/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,110,30,5446,14.310000000000000,1.970000000000000,274.899999999999977,5.050000000000000,485.699999999999989,12.539999999999999,0.670000000000000,2675,2676,2676,0,-1,,
166,166,7,Frank_18, ,CSMI_15,transect,N1,E,18,44.512883000000002,-86.261866999999995, 44 30.59 N, 086 15.60 W,44.509830000000001,-86.260000000000005,44.509830000000001,-86.260000000000005,9/20/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,18,5,5612,12.650000000000000,2.440000000000000,247.099999999999994,4.190000000000000,405.100000000000023,12.449999999999999,1.040000000000000,2740,2741,2741,0,-1,,
167,167,5,Frank_18, ,CSMI_15,transect,N1,E,18,44.512883000000002,-86.261866999999995, 44 30.64 N, 086 15.60 W,44.510669999999998,-86.260000000000005,44.510669999999998,-86.260000000000005,7/15/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,18,5,5428,12.340000000000000,2.310000000000000,272.899999999999977,10.570000000000000,479.600000000000023,12.480000000000000,0.480000000000000,2740,2741,2741,0,-1,,
168,168,6,Frank_18, ,CSMI_15,transect,N1,E,18,44.512883000000002,-86.261866999999995, 44 30.72 N, 086 15.61 W,44.512000000000000,-86.260000000000005,44.512000000000000,-86.260000000000005,5/31/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,17,5,5002,12.199999999999999,2.600000000000000,327.600000000000023,5.320000000000000,449.300000000000011,12.880000000000001,0.290000000000000,2740,2741,2741,0,-1,,
169,169,165,Sturg_110, ,CSMI_15,transect,N1,W,110,44.691566999999999,-87.150450000000006, 44 41.37 N, 087 09.03 W,44.689500000000002,-87.150000000000006,44.689500000000002,-87.150000000000006,9/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,105,6,5700,15.570000000000000,3.710000000000000,231.099999999999994,16.550000000000001,444.199999999999989,12.270000000000000,2.130000000000000,2836,2837,2837,0,-1,,
170,170,166,Sturg_110, ,CSMI_15,transect,N1,W,110,44.691566999999999,-87.150450000000006, 44 41.37 N, 087 09.03 W,44.689500000000002,-87.150000000000006,44.689500000000002,-87.150000000000006,9/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,105,27,5702,21.120000000000001,2.990000000000000,276.899999999999977,18.030000000000001,447.899999999999977,12.170000000000000,1.570000000000000,2836,2837,2837,0,-1,,
171,171,164,Sturg_110, ,CSMI_15,transect,N1,W,110,44.691566999999999,-87.150450000000006, 44 41.43 N, 087 08.99 W,44.690500000000000,-87.148330000000001,44.690500000000000,-87.148330000000001,5/30/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,104,4,5162,6.880000000000000,0.550000000000000,309.399999999999977,12.170000000000000,444.100000000000023,12.440000000000000,0.520000000000000,2836,2837,2837,0,-1,,
172,172,162,Sturg_110, ,CSMI_15,transect,N1,W,110,44.691566999999999,-87.150450000000006, 44 41.46 N, 087 09.01 W,44.691000000000003,-87.150000000000006,44.691000000000003,-87.150000000000006,7/14/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,106,5,5588,13.440000000000000,1.640000000000000,212.199999999999989,7.940000000000000,413.600000000000023,12.550000000000001,0.460000000000000,2836,2837,2837,0,-1,,
173,173,163,Sturg_110, ,CSMI_15,transect,N1,W,110,44.691566999999999,-87.150450000000006, 44 41.46 N, 087 09.01 W,44.691000000000003,-87.150000000000006,44.691000000000003,-87.150000000000006,7/14/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,106,35,5590,9.730000000000000,2.260000000000000,263.500000000000000,8.740000000000000,425.600000000000023,12.380000000000001,0.200000000000000,2836,2837,2837,0,-1,,
174,174,173,Sturg_46, ,CSMI_15,transect,N1,W,46,44.699866999999998,-87.261382999999995, 44 42.02 N, 087 15.82 W,44.700330000000001,-87.263329999999996,44.700330000000001,-87.263329999999996,9/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,42,16,5692,24.649999999999999,2.670000000000000,247.199999999999989,8.010000000000000,458.699999999999989,11.430000000000000,0.630000000000000,2945,2946,2946,0,-1,,
175,175,172,Sturg_46, ,CSMI_15,transect,N1,W,46,44.699866999999998,-87.261382999999995, 44 42.05 N, 087 15.76 W,44.700830000000003,-87.261669999999995,44.700830000000003,-87.261669999999995,5/30/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,42,5,5154,5.810000000000000,1.890000000000000,298.899999999999977,13.310000000000000,433.300000000000011,12.400000000000000,0.640000000000000,2945,2946,2946,0,-1,,
176,176,170,Sturg_46, ,CSMI_15,transect,N1,W,46,44.699866999999998,-87.261382999999995, 44 42.12 N, 087 15.74 W,44.701999999999998,-87.261669999999995,44.701999999999998,-87.261669999999995,7/14/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,45,5,5580,8.560000000000000,1.880000000000000,223.699999999999989,17.180000000000000,426.399999999999977,12.490000000000000,0.640000000000000,2945,2946,2946,0,-1,,
177,177,171,Sturg_46, ,CSMI_15,transect,N1,W,46,44.699866999999998,-87.261382999999995, 44 42.12 N, 087 15.74 W,44.701999999999998,-87.261669999999995,44.701999999999998,-87.261669999999995,7/14/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,45,26,5582,14.730000000000000,2.400000000000000,267.699999999999989,8.609999999999999,441.899999999999977,12.390000000000001,0.670000000000000,2945,2946,2946,0,-1,,
178,178,168,Sturg_18, ,CSMI_15,transect,N1,W,18,44.753450000000001,-87.276250000000005, 44 45.00 N, 087 16.59 W,44.750000000000000,-87.275000000000006,44.750000000000000,-87.275000000000006,5/30/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,17,5,5146,6.120000000000000,0.550000000000000,279.300000000000011,7.810000000000000,429.000000000000000,12.279999999999999,0.350000000000000,2944,2945,2945,0,-1,,
179,179,169,Sturg_18, ,CSMI_15,transect,N1,W,18,44.753450000000001,-87.276250000000005, 44 45.01 N, 087 16.59 W,44.750169999999997,-87.275000000000006,44.750169999999997,-87.275000000000006,9/19/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,19,5,5684,28.980000000000000,3.150000000000000,287.500000000000000,4.150000000000000,462.800000000000011,12.070000000000000,0.330000000000000,2944,2945,2945,0,-1,,
180,180,167,Sturg_18, ,CSMI_15,transect,N1,W,18,44.753450000000001,-87.276250000000005, 44 45.05 N, 087 16.58 W,44.750830000000001,-87.275000000000006,44.750830000000001,-87.275000000000006,7/14/2015 0:00:00,12/30/1899 0:00:00,12/30/1899 0:00:00,18,5,5572,9.300000000000001,1.660000000000000,219.900000000000006,6.770000000000000,425.300000000000011,12.510000000000000,0.310000000000000,2944,2945,2945,0,-1,,
